Havza-Althavza-il-ilçe Listesi
Akarçay (HAVZA)
Afyon-Akarçay (ALT HAVZA) Havzasý: (Akarçay)
Gürün (ÝLÇE)  ili: (Sivas)
Andirin (ALT HAVZA) Havzasý: (Ceyhan)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Kahramanmaraþ)
Kadirli (ÝLÇE)  ili: (Kahramanmaraþ)
Osmaniye (ÞEHÝR)  Havzasý: (Ceyhan)
Düziçi (ÝLÇE)  ili: (Osmaniye)
Kadirli (ÝLÇE)  ili: (Osmaniye)
Asagi Ceyhan (ALT HAVZA) Havzasý: (Ceyhan)
Adana (ÞEHÝR)  Havzasý: (Ceyhan)
Ceyhan (ÝLÇE)  ili: (Adana)
Kozan (ÝLÇE)  ili: (Adana)
Yumurtalýk (ÝLÇE)  ili: (Adana)
Yüreðir (ÝLÇE)  ili: (Adana)
Hatay (ÞEHÝR)  Havzasý: (Ceyhan)
Erzin (ÝLÇE)  ili: (Hatay)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Kahramanmaraþ)
Osmaniye (ÞEHÝR)  Havzasý: (Ceyhan)
Düziçi (ÝLÇE)  ili: (Osmaniye)
Kadirli (ÝLÇE)  ili: (Osmaniye)
Osmaniye_Merkez Ýlçe (ÝLÇE)  ili: (Osmaniye)
Sumbas (ÝLÇE)  ili: (Osmaniye)
Toprakkale (ÝLÇE)  ili: (Osmaniye)
Asagi Ceyhan-Kesiksuyu (ALT HAVZA) Havzasý: (Ceyhan)
Adana (ÞEHÝR)  Havzasý: (Ceyhan)
Kozan (ÝLÇE)  ili: (Adana)
Osmaniye (ÞEHÝR)  Havzasý: (Ceyhan)
Kadirli (ÝLÇE)  ili: (Osmaniye)
Sumbas (ÝLÇE)  ili: (Osmaniye)
Asagi Ceyhan-Kozan (ALT HAVZA) Havzasý: (Ceyhan)
Adana (ÞEHÝR)  Havzasý: (Ceyhan)
Feke (ÝLÇE)  ili: (Adana)
Ýmamoðlu (ÝLÇE)  ili: (Adana)
Kozan (ÝLÇE)  ili: (Adana)
Asagi Ceyhan-Misis (ALT HAVZA) Havzasý: (Ceyhan)
Adana (ÞEHÝR)  Havzasý: (Ceyhan)
Ceyhan (ÝLÇE)  ili: (Adana)
Karataþ (ÝLÇE)  ili: (Adana)
Yumurtalýk (ÝLÇE)  ili: (Adana)
Yüreðir (ÝLÇE)  ili: (Adana)
Berke (ALT HAVZA) Havzasý: (Ceyhan)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Kahramanmaraþ)
Onikiþubat (ÝLÇE)  ili: (Kahramanmaraþ)
Osmaniye (ÞEHÝR)  Havzasý: (Ceyhan)
Düziçi (ÝLÇE)  ili: (Osmaniye)
Düziçi (Sarikiz) (ALT HAVZA) Havzasý: (Ceyhan)
Gaziantep (ÞEHÝR)  Havzasý: (Ceyhan)
Ýslahiye (ÝLÇE)  ili: (Gaziantep)
Nurdaðý (ÝLÇE)  ili: (Gaziantep)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Onikiþubat (ÝLÇE)  ili: (Kahramanmaraþ)
Türkoðlu (ÝLÇE)  ili: (Kahramanmaraþ)
Osmaniye (ÞEHÝR)  Havzasý: (Ceyhan)
Bahçe (ÝLÇE)  ili: (Osmaniye)
Düziçi (ÝLÇE)  ili: (Osmaniye)
Hasanbeyli (ÝLÇE)  ili: (Osmaniye)
Ýslahiye (ÝLÇE)  ili: (Osmaniye)
Osmaniye_Merkez Ýlçe (ÝLÇE)  ili: (Osmaniye)
Toprakkale (ÝLÇE)  ili: (Osmaniye)
Elbistan (ALT HAVZA) Havzasý: (Ceyhan)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Ekinözü (ÝLÇE)  ili: (Kahramanmaraþ)
Elbistan (ÝLÇE)  ili: (Kahramanmaraþ)
Nurhak (ÝLÇE)  ili: (Kahramanmaraþ)
Malatya (ÞEHÝR)  Havzasý: (Ceyhan)
Akçadað (ÝLÇE)  ili: (Malatya)
Darende (ÝLÇE)  ili: (Malatya)
Doðanþehir (ÝLÇE)  ili: (Malatya)
Göksun (ALT HAVZA) Havzasý: (Ceyhan)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Afþin (ÝLÇE)  ili: (Kahramanmaraþ)
Göksun (ÝLÇE)  ili: (Kahramanmaraþ)
Onikiþubat (ÝLÇE)  ili: (Kahramanmaraþ)
Kayseri (ÞEHÝR)  Havzasý: (Ceyhan)
Sarýz (ÝLÇE)  ili: (Kayseri)
Gölbasi (ALT HAVZA) Havzasý: (Ceyhan)
Adýyaman (ÞEHÝR)  Havzasý: (Ceyhan)
Gölbaþý (ÝLÇE)  ili: (Adýyaman)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Çaðlayancerit (ÝLÇE)  ili: (Kahramanmaraþ)
Dulkadiroðlu (ÝLÇE)  ili: (Kahramanmaraþ)
Gölbaþý (ÝLÇE)  ili: (Kahramanmaraþ)
Nurhak (ÝLÇE)  ili: (Kahramanmaraþ)
Pazarcýk (ÝLÇE)  ili: (Kahramanmaraþ)
Kandil (ALT HAVZA) Havzasý: (Ceyhan)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Çaðlayancerit (ÝLÇE)  ili: (Kahramanmaraþ)
Dulkadiroðlu (ÝLÇE)  ili: (Kahramanmaraþ)
Ekinözü (ÝLÇE)  ili: (Kahramanmaraþ)
Elbistan (ÝLÇE)  ili: (Kahramanmaraþ)
Göksun (ÝLÇE)  ili: (Kahramanmaraþ)
Nurhak (ÝLÇE)  ili: (Kahramanmaraþ)
Onikiþubat (ÝLÇE)  ili: (Kahramanmaraþ)
Orta Ceyhan (ALT HAVZA) Havzasý: (Ceyhan)
Adýyaman (ÞEHÝR)  Havzasý: (Ceyhan)
Gölbaþý (ÝLÇE)  ili: (Adýyaman)
Pazarcýk (ÝLÇE)  ili: (Adýyaman)
Gaziantep (ÞEHÝR)  Havzasý: (Ceyhan)
Nurdaðý (ÝLÇE)  ili: (Gaziantep)
Pazarcýk (ÝLÇE)  ili: (Gaziantep)
Þehitkamil (ÝLÇE)  ili: (Gaziantep)
Türkoðlu (ÝLÇE)  ili: (Gaziantep)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Kahramanmaraþ)
Çaðlayancerit (ÝLÇE)  ili: (Kahramanmaraþ)
Dulkadiroðlu (ÝLÇE)  ili: (Kahramanmaraþ)
Ekinözü (ÝLÇE)  ili: (Kahramanmaraþ)
Göksun (ÝLÇE)  ili: (Kahramanmaraþ)
Gölbaþý (ÝLÇE)  ili: (Kahramanmaraþ)
Nurdaðý (ÝLÇE)  ili: (Kahramanmaraþ)
Onikiþubat (ÝLÇE)  ili: (Kahramanmaraþ)
Pazarcýk (ÝLÇE)  ili: (Kahramanmaraþ)
Türkoðlu (ÝLÇE)  ili: (Kahramanmaraþ)
Osmaniye (ÞEHÝR)  Havzasý: (Ceyhan)
Bahçe (ÝLÇE)  ili: (Osmaniye)
Savrun (ALT HAVZA) Havzasý: (Ceyhan)
Adana (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Adana)
Kadirli (ÝLÇE)  ili: (Adana)
Kozan (ÝLÇE)  ili: (Adana)
Saimbeyli (ÝLÇE)  ili: (Adana)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Kahramanmaraþ)
Göksun (ÝLÇE)  ili: (Kahramanmaraþ)
Osmaniye (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Osmaniye)
Kadirli (ÝLÇE)  ili: (Osmaniye)
Osmaniye_Merkez Ýlçe (ÝLÇE)  ili: (Osmaniye)
Sumbas (ÝLÇE)  ili: (Osmaniye)
Seyhan-Imamoglu Derivasyon (ALT HAVZA) Havzasý: (Ceyhan)
Adana (ÞEHÝR)  Havzasý: (Ceyhan)
Ceyhan (ÝLÇE)  ili: (Adana)
Ýmamoðlu (ÝLÇE)  ili: (Adana)
Kozan (ÝLÇE)  ili: (Adana)
Sarýçam (ÝLÇE)  ili: (Adana)
Yüreðir (ÝLÇE)  ili: (Adana)
Osmaniye (ÞEHÝR)  Havzasý: (Ceyhan)
Kadirli (ÝLÇE)  ili: (Osmaniye)
Sir (ALT HAVZA) Havzasý: (Ceyhan)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Kahramanmaraþ)
Onikiþubat (ÝLÇE)  ili: (Kahramanmaraþ)
Türkoðlu (ÝLÇE)  ili: (Kahramanmaraþ)
Sisne-Geben (ALT HAVZA) Havzasý: (Ceyhan)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Ceyhan)
Andýrýn (ÝLÇE)  ili: (Kahramanmaraþ)
Göksun (ÝLÇE)  ili: (Kahramanmaraþ)
Onikiþubat (ÝLÇE)  ili: (Kahramanmaraþ)
Çoruh (HAVZA)
Asagi Çoruh-Aralik (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Borçka (ÝLÇE)  ili: (Artvin)
Þavþat (ÝLÇE)  ili: (Artvin)
Asagi Çoruh-Hatila (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Murgul (ÝLÇE)  ili: (Artvin)
Asagi Çoruh-Isikli (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Borçka (ÝLÇE)  ili: (Artvin)
Berta-Ardanuç (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Artvin)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Berta-Baglik (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Artvin)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Þavþat (ÝLÇE)  ili: (Artvin)
Berta-Bayram (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Artvin)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Þavþat (ÝLÇE)  ili: (Artvin)
Berta-Erikli (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Borçka (ÝLÇE)  ili: (Artvin)
Þavþat (ÝLÇE)  ili: (Artvin)
Berta-Karçal (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Borçka (ÝLÇE)  ili: (Artvin)
Þavþat (ÝLÇE)  ili: (Artvin)
Berta-Meydancik (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Þavþat (ÝLÇE)  ili: (Artvin)
Berta-Savsat (ALT HAVZA) Havzasý: (Çoruh)
Ardahan (ÞEHÝR)  Havzasý: (Çoruh)
Ardahan_Merkez Ýlçe (ÝLÇE)  ili: (Ardahan)
Hanak (ÝLÇE)  ili: (Ardahan)
Posof (ÝLÇE)  ili: (Ardahan)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Artvin)
Þavþat (ÝLÇE)  ili: (Artvin)
Çorah-Muratli (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Arhavi (ÝLÇE)  ili: (Artvin)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Borçka (ÝLÇE)  ili: (Artvin)
Hopa (ÝLÇE)  ili: (Artvin)
Murgul (ÝLÇE)  ili: (Artvin)
Çoruh-Aksu (ALT HAVZA) Havzasý: (Çoruh)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ýspir (ÝLÇE)  ili: (Erzurum)
Çoruh-Artvin (Deriner) (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Artvin)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Borçka (ÝLÇE)  ili: (Artvin)
Yusufeli (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Olur (ÝLÇE)  ili: (Erzurum)
Çoruh-Borçka (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Borçka (ÝLÇE)  ili: (Artvin)
Murgul (ÝLÇE)  ili: (Artvin)
Çoruh-Güllübag (ALT HAVZA) Havzasý: (Çoruh)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ýspir (ÝLÇE)  ili: (Erzurum)
Çoruh-Inanli (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Yusufeli (ÝLÇE)  ili: (Artvin)
Çoruh-Ispir (ALT HAVZA) Havzasý: (Çoruh)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ýspir (ÝLÇE)  ili: (Erzurum)
Pazaryolu (ÝLÇE)  ili: (Erzurum)
Çoruh-Karakale (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Yusufeli (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ýspir (ÝLÇE)  ili: (Erzurum)
Tortum (ÝLÇE)  ili: (Erzurum)
Uzundere (ÝLÇE)  ili: (Erzurum)
Yusufeli (ÝLÇE)  ili: (Erzurum)
Çoruh-Kiliççi (ALT HAVZA) Havzasý: (Çoruh)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ýspir (ÝLÇE)  ili: (Erzurum)
Pazaryolu (ÝLÇE)  ili: (Erzurum)
Çoruh-Laleli (ALT HAVZA) Havzasý: (Çoruh)
 (ÞEHÝR)  Havzasý: (Çoruh)
Bayburt_Merkez Ýlçe (ÝLÇE)  ili: ()
Pazaryolu (ÝLÇE)  ili: ()
Bayburt (ÞEHÝR)  Havzasý: (Çoruh)
Bayburt_Merkez Ýlçe (ÝLÇE)  ili: (Bayburt)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Bayburt_Merkez Ýlçe (ÝLÇE)  ili: (Erzurum)
Ýspir (ÝLÇE)  ili: (Erzurum)
Pazaryolu (ÝLÇE)  ili: (Erzurum)
Rize (ÞEHÝR)  Havzasý: (Çoruh)
Ýkizdere (ÝLÇE)  ili: (Rize)
Trabzon (ÞEHÝR)  Havzasý: (Çoruh)
Çaykara (ÝLÇE)  ili: (Trabzon)
Çoruh-Yusufeli (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Yusufeli (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Oltu (ÝLÇE)  ili: (Erzurum)
Uzundere (ÝLÇE)  ili: (Erzurum)
Yusufeli (ÝLÇE)  ili: (Erzurum)
Kuzey Dereleri-Çapan (ALT HAVZA) Havzasý: (Çoruh)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ýkizdere (ÝLÇE)  ili: (Erzurum)
Ýspir (ÝLÇE)  ili: (Erzurum)
Pazaryolu (ÝLÇE)  ili: (Erzurum)
Rize (ÞEHÝR)  Havzasý: (Çoruh)
Ýkizdere (ÝLÇE)  ili: (Rize)
Kuzeydereleri-Aksu (ALT HAVZA) Havzasý: (Çoruh)
 (ÞEHÝR)  Havzasý: (Çoruh)
Çamlýhemþin (ÝLÇE)  ili: ()
Ýspir (ÝLÇE)  ili: ()
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Çamlýhemþin (ÝLÇE)  ili: (Erzurum)
Ýspir (ÝLÇE)  ili: (Erzurum)
Rize (ÞEHÝR)  Havzasý: (Çoruh)
Çamlýhemþin (ÝLÇE)  ili: (Rize)
Kuzeydereleri-Altiparmak (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Arhavi (ÝLÇE)  ili: (Artvin)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Murgul (ÝLÇE)  ili: (Artvin)
Yusufeli (ÝLÇE)  ili: (Artvin)
Rize (ÞEHÝR)  Havzasý: (Çoruh)
Ardeþen (ÝLÇE)  ili: (Rize)
Çamlýhemþin (ÝLÇE)  ili: (Rize)
Fýndýklý (ÝLÇE)  ili: (Rize)
Kuzeydereleri-Anuri (ALT HAVZA) Havzasý: (Çoruh)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ýkizdere (ÝLÇE)  ili: (Erzurum)
Ýspir (ÝLÇE)  ili: (Erzurum)
Pazaryolu (ÝLÇE)  ili: (Erzurum)
Rize (ÞEHÝR)  Havzasý: (Çoruh)
Ýkizdere (ÝLÇE)  ili: (Rize)
Kuzeydereleri-Ergücek (ALT HAVZA) Havzasý: (Çoruh)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Pazaryolu (ÝLÇE)  ili: (Erzurum)
Rize (ÞEHÝR)  Havzasý: (Çoruh)
Ýkizdere (ÝLÇE)  ili: (Rize)
Kuzeydereleri-Sirakonaklar (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Yusufeli (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ýspir (ÝLÇE)  ili: (Erzurum)
Yusufeli (ÝLÇE)  ili: (Erzurum)
Rize (ÞEHÝR)  Havzasý: (Çoruh)
Çamlýhemþin (ÝLÇE)  ili: (Rize)
Oltu-Ayvali (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Artvin)
Artvin_Merkez Ýlçe (ÝLÇE)  ili: (Artvin)
Yusufeli (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Erzurum)
Oltu (ÝLÇE)  ili: (Erzurum)
Olur (ÝLÇE)  ili: (Erzurum)
Oltu-Çayasan (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Yusufeli (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Aziziye (ÝLÇE)  ili: (Erzurum)
Ýspir (ÝLÇE)  ili: (Erzurum)
Narman (ÝLÇE)  ili: (Erzurum)
Oltu (ÝLÇE)  ili: (Erzurum)
Tortum (ÝLÇE)  ili: (Erzurum)
Uzundere (ÝLÇE)  ili: (Erzurum)
Yakutiye (ÝLÇE)  ili: (Erzurum)
Yusufeli (ÝLÇE)  ili: (Erzurum)
Oltu-Olur Pr (ALT HAVZA) Havzasý: (Çoruh)
Ardahan (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Ardahan)
Göle (ÝLÇE)  ili: (Ardahan)
Selim (ÝLÇE)  ili: (Ardahan)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Artvin)
Göle (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Ardanuç (ÝLÇE)  ili: (Erzurum)
Göle (ÝLÇE)  ili: (Erzurum)
Horasan (ÝLÇE)  ili: (Erzurum)
Köprüköy (ÝLÇE)  ili: (Erzurum)
Narman (ÝLÇE)  ili: (Erzurum)
Oltu (ÝLÇE)  ili: (Erzurum)
Olur (ÝLÇE)  ili: (Erzurum)
Pasinler (ÝLÇE)  ili: (Erzurum)
Sarýkamýþ (ÝLÇE)  ili: (Erzurum)
Selim (ÝLÇE)  ili: (Erzurum)
Þenkaya (ÝLÇE)  ili: (Erzurum)
Tortum (ÝLÇE)  ili: (Erzurum)
Uzundere (ÝLÇE)  ili: (Erzurum)
Kars (ÞEHÝR)  Havzasý: (Çoruh)
Göle (ÝLÇE)  ili: (Kars)
Sarýkamýþ (ÝLÇE)  ili: (Kars)
Selim (ÝLÇE)  ili: (Kars)
Oltu-Sakartepe (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Yusufeli (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Oltu (ÝLÇE)  ili: (Erzurum)
Olur (ÝLÇE)  ili: (Erzurum)
Oltu-Tortum (ALT HAVZA) Havzasý: (Çoruh)
Artvin (ÞEHÝR)  Havzasý: (Çoruh)
Yusufeli (ÝLÇE)  ili: (Artvin)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Oltu (ÝLÇE)  ili: (Erzurum)
Uzundere (ÝLÇE)  ili: (Erzurum)
Yusufeli (ÝLÇE)  ili: (Erzurum)
Yukari Çoruh-Bayburt (ALT HAVZA) Havzasý: (Çoruh)
 (ÞEHÝR)  Havzasý: (Çoruh)
Aþkale (ÝLÇE)  ili: ()
Aziziye (ÝLÇE)  ili: ()
Bayburt_Merkez Ýlçe (ÝLÇE)  ili: ()
Bayburt (ÞEHÝR)  Havzasý: (Çoruh)
Aþkale (ÝLÇE)  ili: (Bayburt)
Aydýntepe (ÝLÇE)  ili: (Bayburt)
Bayburt_Merkez Ýlçe (ÝLÇE)  ili: (Bayburt)
Demirözü (ÝLÇE)  ili: (Bayburt)
Erzincan (ÞEHÝR)  Havzasý: (Çoruh)
Çayýrlý (ÝLÇE)  ili: (Erzincan)
Kelkit (ÝLÇE)  ili: (Erzincan)
Otlukbeli (ÝLÇE)  ili: (Erzincan)
Erzurum (ÞEHÝR)  Havzasý: (Çoruh)
Aþkale (ÝLÇE)  ili: (Erzurum)
Aziziye (ÝLÇE)  ili: (Erzurum)
Bayburt_Merkez Ýlçe (ÝLÇE)  ili: (Erzurum)
Ýspir (ÝLÇE)  ili: (Erzurum)
Pazaryolu (ÝLÇE)  ili: (Erzurum)
Tortum (ÝLÇE)  ili: (Erzurum)
Gümüþhane (ÞEHÝR)  Havzasý: (Çoruh)
Gümüþhane_Merkez Ýlçe (ÝLÇE)  ili: (Gümüþhane)
Kelkit (ÝLÇE)  ili: (Gümüþhane)
Köse (ÝLÇE)  ili: (Gümüþhane)
Trabzon (ÞEHÝR)  Havzasý: (Çoruh)
Çaykara (ÝLÇE)  ili: (Trabzon)
Doðu Akdeniz (HAVZA)
Anamur (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Antalya (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Gazipaþa (ÝLÇE)  ili: (Antalya)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Anamur (ÝLÇE)  ili: (Mersin)
Bozyazý (ÝLÇE)  ili: (Mersin)
Asagi Göksu (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Silifke (ÝLÇE)  ili: (Mersin)
Asagi Seyhan (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Tarsus (ÝLÇE)  ili: (Mersin)
Berdan (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Adana (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Pozantý (ÝLÇE)  ili: (Adana)
Karaman (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Ayrancý (ÝLÇE)  ili: (Karaman)
Konya (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Halkapýnar (ÝLÇE)  ili: (Konya)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Akdeniz (ÝLÇE)  ili: (Mersin)
Çamlýyayla (ÝLÇE)  ili: (Mersin)
Mezitli (ÝLÇE)  ili: (Mersin)
Tarsus (ÝLÇE)  ili: (Mersin)
Toroslar (ÝLÇE)  ili: (Mersin)
Yeniþehir (ÝLÇE)  ili: (Mersin)
Niðde (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Ulukýþla (ÝLÇE)  ili: (Niðde)
Bozyazi (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Anamur (ÝLÇE)  ili: (Mersin)
Aydýncýk (ÝLÇE)  ili: (Mersin)
Bozyazý (ÝLÇE)  ili: (Mersin)
Gülnar (ÝLÇE)  ili: (Mersin)
Efrenk (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Karaman (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Ayrancý (ÝLÇE)  ili: (Karaman)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Erdemli (ÝLÇE)  ili: (Mersin)
Toroslar (ÝLÇE)  ili: (Mersin)
Yeniþehir (ÝLÇE)  ili: (Mersin)
Gazipasa (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Antalya (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Alanya (ÝLÇE)  ili: (Antalya)
Gazipaþa (ÝLÇE)  ili: (Antalya)
Gilindere (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Aydýncýk (ÝLÇE)  ili: (Mersin)
Gülnar (ÝLÇE)  ili: (Mersin)
Göksu-Gezende (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Karaman (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Bozyazý (ÝLÇE)  ili: (Karaman)
Ermenek (ÝLÇE)  ili: (Karaman)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Anamur (ÝLÇE)  ili: (Mersin)
Bozyazý (ÝLÇE)  ili: (Mersin)
Gülnar (ÝLÇE)  ili: (Mersin)
Mut (ÝLÇE)  ili: (Mersin)
Göksu-Görmeli (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Antalya (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Alanya (ÝLÇE)  ili: (Antalya)
Gazipaþa (ÝLÇE)  ili: (Antalya)
Gündoðmuþ (ÝLÇE)  ili: (Antalya)
Hadim (ÝLÇE)  ili: (Antalya)
Karaman (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Baþyayla (ÝLÇE)  ili: (Karaman)
Ermenek (ÝLÇE)  ili: (Karaman)
Karaman_Merkez Ýlçe (ÝLÇE)  ili: (Karaman)
Sarýveliler (ÝLÇE)  ili: (Karaman)
Konya (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Alanya (ÝLÇE)  ili: (Konya)
Hadim (ÝLÇE)  ili: (Konya)
Taþkent (ÝLÇE)  ili: (Konya)
Mersin (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
Anamur (ÝLÇE)  ili: (Mersin)
Mut (ÝLÇE)  ili: (Mersin)
Göksu-Kayraktepe (ALT HAVZA) Havzasý: (Doðu Akdeniz)
Karaman (ÞEHÝR)  Havzasý: (Doðu Akdeniz)
